,NLC,Station,En/Ex 2007,En/Ex 2008,En/Ex 2009,En/Ex 2010,En/Ex 2011,En/Ex 2012,En/Ex 2013,En/Ex 2014,En/Ex 2015,En/Ex 2016,En/Ex 2017,En/Ex 2018,En/Ex 2019,En/Ex 2020,En/Ex 2021,LINES,NETWORK,London Underground,Elizabeth Line,London Overground,DLR,Night Tube?
183,694,RUSSELL SQUARE,13592202,13593560,14045262,14182721,14728330,13436431,12951499,13076625,13328942,12345236,10853914,11896108,12274252,2744465,3655414,Piccadilly,London Underground,Yes,,,,Yes
184,695,ST. JAMES'S PARK,13084320,13189508,13424654,13300266,13496515,14261759,14726104,15730145,15698186,14934536,13664987,14169247,14479978,2919119,3901970,"Circle, District",London Underground,Yes,,,,No
185,696,ST. JOHN'S WOOD,6650563,6660483,6523142,6371793,6741698,7067985,7269493,7617570,7879484,7791962,7399877,7480779,7610612,4113555,3464027,Jubilee,London Underground,Yes,,,,Yes
186,697,ST. PAUL'S,13230664,12945684,14154562,16155148,17084479,15048402,16439099,17538974,17371372,18422362,16417294,12081030,15815893,3861774,5359932,Central,London Underground,Yes,,,,Yes
187,698,SEVEN SISTERS,13530879,13337507,12384660,12431276,12527651,13251478,14464440,15968957,17522713,18605749,27713217,26985722,26467010,14879945,12496696,"London Overground, Victoria",London Underground,Yes,,Yes,,Yes
188,699,SHADWELL,1787127,,,,,,,,,,,,,,,,,,,,,
189,700,SHEPHERD'S BUSH LU,12136319,20725029,18962171,21707878,21594508,21896486,22872181,22869844,22257246,22848359,21410922,19408053,20081602,6283854,7584135,Central,London Underground,Yes,,,,Yes
190,701,SHOREDITCH,0,,,,,,,,,,,,,,,,,,,,,
191,702,SLOANE SQUARE,13909926,14792555,14417460,14742700,14940194,16510040,16560260,16761977,17197513,17147936,16372926,15929561,16585916,6276139,7380128,"Circle, District",London Underground,Yes,,,,No
192,703,SNARESBROOK,2159779,2224189,2432618,2424610,2597942,2540095,2588391,2781855,2674477,2694225,2787010,2298797,2378289,1185716,1083968,Central,London Underground,Yes,,,,Yes
193,704,SOUTH EALING,3446051,3356787,3341679,3307943,3324302,3313275,3476673,3700360,3699819,3617189,3477368,3357981,3518542,1630782,1495186,Piccadilly,London Underground,Yes,,,,Yes
194,705,SOUTHFIELDS,5741359,5630768,5511411,5213264,5256987,5576358,5789944,6134110,6173897,6275587,5732747,5747476,5860615,2902818,2695552,District,London Underground,Yes,,,,No
195,706,SOUTHGATE,4805448,5052796,4959760,4905097,4912117,4875798,5386357,5633661,5555527,5647834,5304983,5170481,5429160,2705625,2312226,Piccadilly,London Underground,Yes,,,,Yes
196,707,SOUTH HARROW,2176973,2188549,2272054,2396030,2279634,2262264,2287706,2503648,2583973,2484237,2107487,2081548,2167602,1581956,1013772,Piccadilly,London Underground,Yes,,,,No
197,708,SOUTH KENSINGTON,28250681,28482536,28242853,29776473,30608404,32495510,32751295,36461844,33869744,33603151,31994140,32056414,33071847,9805549,10824383,"District, Piccadilly, Circle",London Underground,Yes,,,,Yes
198,709,SOUTH KENTON,805794,821139,853173,918728,957880,970928,1022501,1102908,957195,1170483,1731221,1942355,1976241,1254611,911326,"Bakerloo, London Overground",London Underground,Yes,,Yes,,No
199,710,SOUTH RUISLIP,1521532,1611823,1607383,1679673,1756903,1705535,1766082,1760835,1718085,1758094,1926405,1895804,1952608,992838,888276,Central,London Underground,Yes,,,,No
200,711,SOUTH WIMBLEDON,3719906,3679883,3800395,3596638,3750495,3704405,3788099,4280132,4570440,4759428,4627559,4626925,4654244,1992804,1937293,Northern,London Underground,Yes,,,,Yes
201,712,SOUTH WOODFORD,3710727,3836957,4093424,3979196,4394000,4329645,4590459,5031350,5148679,5247294,5022133,4876210,5271035,2308574,2380524,Central,London Underground,Yes,,,,Yes
202,713,STAMFORD BROOK,2779517,2641311,2433403,2495712,2522560,2628332,2664997,2672587,2695977,2700007,2557655,2621529,2749841,1317072,1223866,District,London Underground,Yes,,,,No
203,714,STANMORE,2827923,2779443,2781462,2680914,3021276,3364355,3542897,3891298,3973686,4040589,3717315,3762665,3853243,2021467,1729034,Jubilee,London Underground,Yes,,,,Yes
204,715,STEPNEY GREEN,4033106,4400095,4137890,4128661,4377706,4678837,5002409,5427571,5846372,6411775,6023114,6081225,5988691,2463108,2707641,"District, Hammersmith & City",London Underground,Yes,,,,No
205,716,STOCKWELL,7995154,8361505,7866633,8044986,8331776,8871894,9424813,10520406,11082161,11423478,11089126,10565894,11075026,5370518,4614856,"Northern, Victoria",London Underground,Yes,,,,Yes
206,717,STONEBRIDGE PARK,2083728,2127817,2395880,2365091,2590700,2482229,2544366,2610664,2674890,2530036,3167614,3146167,3179390,2451145,1677652,"Bakerloo, London Overground",London Underground,Yes,,Yes,,No
207,718,CHARING CROSS LU,22296949,23392922,22841977,21394728,19513237,18524648,18634461,21301822,20690327,8126588,18476801,18895518,19477585,3400411,7154835,"Bakerloo, Northern",London Underground,Yes,,,,Yes
208,719,STRATFORD,25627136,27231042,26989730,29819454,48571300,50962909,54503326,59308320,61442630,67047270,111539219,112577515,118564624,53788483,63439192,"Central, DLR, Jubilee, London Overground, TfL Rail",London Underground,Yes,Yes,Yes,Yes,Yes
209,720,SUDBURY HILL,2211931,2112878,2008126,1959018,2006325,2032858,2007949,2211298,2217946,1976543,1790959,1776550,1910960,1451606,889529,Piccadilly,London Underground,Yes,,,,No
210,721,SUDBURY TOWN,2294070,2243667,2160860,2116902,2055910,2009717,1979322,2103309,2179203,1996547,1718575,1654830,1825805,1278124,835671,Piccadilly,London Underground,Yes,,,,No
211,722,SURREY QUAYS,2455871,,,,,,,,,,,,,,,,,,,,,
212,723,SWISS COTTAGE,7243521,7061453,6649182,6203295,6906412,7526301,7834077,7282024,7710830,7578603,7369274,7034394,7130168,2891037,3001198,Jubilee,London Underground,Yes,,,,Yes
213,724,TEMPLE,7349176,6774893,9641579,9398053,9991846,7823576,7922122,8135916,8595799,8223970,8561001,8957017,8743279,1323354,3070900,"Circle, District",London Underground,Yes,,,,No
214,725,THEYDON BOIS,641192,652426,673868,661956,739823,746456,823919,849834,854702,850065,905705,889000,896336,493721,423967,Central,London Underground,Yes,,,,No
215,726,TOOTING BEC,7092733,6993579,6427816,6299985,6560405,6859327,6901892,7557957,7933544,7922887,7658810,7570365,7670661,3509976,3610529,Northern,London Underground,Yes,,,,Yes
216,727,TOOTING BROADWAY,13185596,12996852,12975326,12868034,13039799,13228547,13505007,15114746,15737978,15922071,15371262,15218284,15427848,8102118,6892544,Northern,London Underground,Yes,,,,Yes
217,728,TOTTENHAM COURT ROAD,37288905,36573797,34869429,34548887,23990548,36013489,38063296,36762272,16249800,39346254,39193558,38649304,41988765,6045302,16036231,"Central, Northern, TfL Rail",London Underground,Yes,Yes,,,Yes
218,729,TOTTENHAM HALE LU,7700322,8347791,7752717,8313977,8858713,9799795,10320809,11911123,11954313,13213806,11889159,12965971,14026843,7264852,7115066,Victoria,London Underground,Yes,,,,Yes
219,730,TOTTERIDGE & WHETSTONE,1649780,1806376,1777409,1856610,1977578,1918954,1950730,2241508,2334480,2232086,2416108,2418680,2523102,1030907,1064853,Northern,London Underground,Yes,,,,Yes
220,731,TOWER HILL,19440284,20305884,21613184,21793837,21580404,22537607,23414868,26323869,22176713,21834402,19897981,21524392,20586761,4116750,7328488,"Circle, District",London Underground,Yes,,,,No
221,733,TUFNELL PARK,3243254,3345611,3695568,3750115,3545044,3676520,3939656,3939313,0,3707186,3895273,3980735,4051401,1360667,1540273,Northern,London Underground,Yes,,,,Yes
222,734,TURNHAM GREEN,5900459,5990843,5854068,5895915,5834401,6029833,6195486,6459118,6445923,5650263,5845936,5816381,5839620,2563212,2661114,"District, Piccadilly",London Underground,Yes,,,,Yes
223,735,TURNPIKE LANE,9764801,9874142,9619114,9389335,9800632,9597394,10291376,10768249,10790301,10857089,10162189,9948987,10603832,5636483,4494164,Piccadilly,London Underground,Yes,,,,Yes
224,736,UPMINSTER,4568782,4393141,4426556,4433265,4556074,4731061,4959760,5156093,5140645,5339344,5871402,4878509,5360503,2673341,2532822,"District, London Overground",London Underground,Yes,,Yes,,No
225,737,UPMINSTER BRIDGE,781195,934057,865150,888847,988524,1098183,1103760,1142293,1146772,1159376,1096940,1153892,1107953,786733,507765,District,London Underground,Yes,,,,No
226,738,UPNEY,1860916,1836609,1874111,1890002,2108190,2126671,2296702,2529793,2684747,2719998,2567807,2595098,2546936,1867666,1241844,District,London Underground,Yes,,,,No
227,739,UPTON PARK,8839416,9591732,10359133,10553113,11014585,10303814,10480206,11414450,11413623,10141620,9097854,9693275,9708180,6677841,4784244,"District, Hammersmith & City",London Underground,Yes,,,,No
228,740,UXBRIDGE,6485149,6932257,6753063,6707349,6910995,7176636,7587430,8074587,8341531,8452417,7980024,7914648,7992197,4034024,3486758,"Metropolitan, Piccadilly",London Underground,Yes,,,,No
229,741,VICTORIA LU,76406467,78405628,77443767,79925297,82245550,82955798,84582132,86730599,82885560,83501204,75163165,82964036,85468928,22954962,33480926,"Circle, District, Victoria",London Underground,Yes,,,,Yes
230,742,WALTHAMSTOW CENTRAL,13742855,14161980,13436697,13752261,14316624,15089008,16681073,18052543,18333582,22766326,14881964,22877329,24588106,12760524,10608796,"London Overground, Victoria",London Underground,Yes,,Yes,,Yes
231,743,WANSTEAD,2211747,2263703,2200028,2375480,2571087,2560452,2732853,3089871,2903560,2960642,2804581,2703432,2771619,1137200,1181072,Central,London Underground,Yes,,,,Yes
232,744,WAPPING,1560851,,,,,,,,,,,,,,,,,,,,,
233,745,WARREN STREET,14173778,14384031,14042137,13601582,15691440,16513849,17596565,19405419,19917362,20346625,19218263,19376983,18245765,7744299,7038704,"Northern, Victoria",London Underground,Yes,,,,Yes
234,746,WARWICK AVENUE,4223478,4256549,4230504,4309735,4304437,4309332,4622339,4508957,4501822,4506260,4047265,3912072,3999622,1682785,1673860,Bakerloo,London Underground,Yes,,,,No
235,747,WATERLOO LU,74844290,77202884,75939796,81574061,84122881,88158546,89398131,91491846,95138374,100362256,86887788,77373119,82934325,16621546,29868623,"Bakerloo, Jubilee, Northern, Waterloo & City",London Underground,Yes,,,,Yes
236,748,WATFORD,1642268,1624730,1503697,1480796,1572122,1602068,1655119,1756514,1845823,1836559,1771435,1705035,1924615,1403495,955674,Metropolitan,London Underground,Yes,,,,No
237,751,WEMBLEY CENTRAL,3198306,3503931,4227669,4369690,4562798,5175356,4592227,5524620,5789849,5769748,7372001,7312400,7486761,4667735,3697026,"Bakerloo, London Overground",London Underground,Yes,,Yes,,No
238,752,WEMBLEY PARK,11907214,10746151,9317709,9016104,9661884,10601914,11735107,14108508,14542576,15103629,15712048,15473222,15423884,8289529,7894562,"Metropolitan, Jubilee",London Underground,Yes,,,,Yes
239,753,WEST ACTON,1561062,1654921,1585885,1575369,1617609,1579949,1692583,1665631,1736847,1820883,1629156,1596024,1710258,835889,709948,Central,London Underground,Yes,,,,Yes
240,754,WESTBOURNE PARK,2872842,3108357,2898876,2734150,3033426,3366135,3734232,3727735,3794960,3978228,3928366,4018763,4132837,2253686,1823204,"Circle, Hammersmith & City",London Underground,Yes,,,,No
241,755,WEST BROMPTON,3776635,3714007,3715284,4167686,4245504,4537945,4610447,4470979,5168452,6098173,9406333,9247923,9123106,3746948,4811148,"District, London Overground",London Underground,Yes,,Yes,,No
242,756,WEST FINCHLEY,1164231,1222994,1185327,1288475,1374749,1365343,1370913,1536049,1613941,1665191,1605581,1581383,1637337,685418,705772,Northern,London Underground,Yes,,,,Yes
243,757,WEST HAM,3168728,3054994,3123231,3389493,3418641,3271149,3400895,3508528,3814553,3459634,7511656,8049599,8074128,5322656,4724356,"District, DLR, Hammersmith & City, Jubilee",London Underground,Yes,,,Yes,Yes
244,758,WEST HAMPSTEAD LU,7459006,7364953,7448967,7452098,8234838,9713151,10159492,10590656,11160117,11039789,11207001,10317092,10488823,4955039,4472941,Jubilee,London Underground,Yes,,,,Yes
245,759,WEST HARROW,1149820,1186894,1199979,1095312,1075039,1103804,1130886,1201513,1329655,1489512,1453150,1596411,1281592,690469,560543,Metropolitan,London Underground,Yes,,,,No
246,760,WEST KENSINGTON,4837806,4720808,4550984,4528704,4636878,4948504,5040507,5135720,5321523,5060671,4964196,4583968,4871929,2096566,2028753,District,London Underground,Yes,,,,No
247,761,WESTMINSTER,18362940,19048245,19080395,20148033,20776511,22085605,23501317,26032437,25614455,28378426,24219994,24497646,22560365,6463756,7699650,"Circle, District, Jubilee",London Underground,Yes,,,,Yes
248,762,WEST RUISLIP,1253096,1299211,1495509,1677926,1640785,1611784,1600225,1558431,1564634,1666851,1634281,1435407,1557760,694477,708681,Central,London Underground,Yes,,,,No
249,763,WHITECHAPEL,12426675,11549795,12144523,12694694,12622636,13038867,14448854,12890831,11702345,14369235,26888457,27139055,27096903,13568344,13781141,"District, Hammersmith & City, London Overground, TfL Rail",London Underground,Yes,Yes,Yes,,Yes
250,764,WHITE CITY,7434800,9325579,7852459,8025485,7738266,7525342,7221772,7514462,7704418,8953281,8433511,8389590,9559843,4005703,4624537,Central,London Underground,Yes,,,,Yes
251,765,WILLESDEN GREEN,8515734,8140465,7336090,7151021,7811402,8226925,8560802,8819034,8960771,8972604,8331012,7950840,7966014,4290015,3384122,Jubilee,London Underground,Yes,,,,Yes
252,766,WILLESDEN JUNCTION,3427780,3498314,3832266,3897197,3919012,3986948,4170593,4503851,4597796,4728227,14639647,15274045,15667181,10091460,8706051,"Bakerloo, London Overground",London Underground,Yes,,Yes,,No
253,767,WIMBLEDON,14761156,15062078,11468852,11672760,11748798,11953067,14195582,15298628,15631389,13395119,11956760,11900167,12528740,7040552,7056386,District,London Underground,Yes,,,,No
254,768,WIMBLEDON PARK,2074186,2084037,2125523,2000460,1996939,2108810,2128289,1807402,1821025,1893927,2074785,2155334,2149788,1140075,1053984,District,London Underground,Yes,,,,No
255,769,WOODFORD,4247141,4348624,4477210,4454295,4894656,4859871,5585475,5870341,6034086,5692577,5682132,5619040,5862279,2754342,2663457,Central,London Underground,Yes,,,,No
256,770,WOOD GREEN,10968194,10888104,10839539,10934845,11347719,11533740,12442500,13352231,13189190,13204130,12202222,11447694,12133990,6578240,5433153,Piccadilly,London Underground,Yes,,,,Yes
257,771,WOODSIDE PARK,2202877,2308025,2310474,2542957,2685672,2660242,2633565,2646926,2816775,2869951,3366132,4040169,4349739,1956318,2015727,Northern,London Underground,Yes,,,,Yes
258,773,HAMMERSMITH (H&C),6786167,9173882,8599958,8676867,8889270,8637578,8957266,9719084,10703965,10567650,10318281,9836352,10252785,3929123,4225083,"Circle, Hammersmith & City",London Underground,Yes,,,,No
259,774,EDGWARE ROAD (BAK),3521080,3702217,3788217,3893325,4062214,4425113,0,4261079,4503184,5006662,4396642,4734969,4856904,2362854,2183058,Bakerloo,London Underground,Yes,,,,No
260,775,SHEPHERD'S BUSH MARKET,3418678,3583638,2959686,2874893,2999644,3257388,3438569,3662770,3412590,3569302,3530961,3426693,3375980,1499390,1656236,"Circle, Hammersmith & City",London Underground,Yes,,,,No
261,776,PIMLICO,8018387,8411898,8391929,8236498,8788540,9907380,10212959,11419311,11264698,11485039,10422636,10282108,10813686,4243221,4058878,Victoria,London Underground,Yes,,,,Yes
262,777,VAUXHALL LU,18822255,18557905,18301845,19296305,20871679,22842369,25146161,27509234,26834959,32234468,29257502,30407334,32303635,15463373,13623576,Victoria,London Underground,Yes,,,,Yes
263,778,BRIXTON LU,20577039,20927939,20879541,21276841,22509606,24823616,27221964,29373458,30830921,33460967,31107666,30303976,32032655,12735503,12831056,Victoria,London Underground,Yes,,,,Yes
264,779,HATTON CROSS,3152254,2744396,2715123,2801153,2929341,2959643,3076485,3223047,3199955,3248674,3035400,3008769,3238018,1562318,1411470,Piccadilly,London Underground,Yes,,,,Yes
265,780,HEATHROW TERMINALS 123 LU,9307489,8093307,8269094,7955415,7720762,7796187,8143722,4222451,7489313,7731054,7318073,7346448,7881446,1859318,2452747,Piccadilly,London Underground,Yes,,,,Yes
266,781,HEATHROW TERMINAL 4 LU,2110256,1173324,1767759,2142085,2459358,2436725,2427793,7655649,2347501,2278746,2146778,2127743,2125220,0,0,Piccadilly,London Underground,Yes,,,,Yes
267,784,SOUTHWARK,8521360,9663065,10033484,10444575,11066974,11977082,13457338,14145874,17937654,17861867,15946577,15133433,14953717,3568419,5034192,Jubilee,London Underground,Yes,,,,Yes
268,787,BERMONDSEY,6560143,6654779,6378067,6603326,7379858,7999518,8639504,9379438,10163683,11068171,10083167,9416737,9448211,4400677,4176709,Jubilee,London Underground,Yes,,,,Yes
269,788,CANADA WATER,8949223,11428836,10610907,9009718,9906521,10724783,11557722,11814216,12777430,14438625,42491516,35059059,36470471,14301897,17950386,"Jubilee, London Overground",London Underground,Yes,,Yes,,Yes
270,789,NORTH GREENWICH,17280493,17761816,18103460,17728629,15700824,24171152,22398063,24272586,26377071,26452132,26585096,24549011,28280620,9641852,11279522,Jubilee,London Underground,Yes,,,,Yes
271,852,CANARY WHARF LU,41622702,43509642,39616440,41526306,46590009,48043044,50046631,51809003,54441424,54785734,48576019,49813792,47685725,13355134,18288802,Jubilee,London Underground,Yes,,,,Yes
272,884,CANNING TOWN,8098981,7982681,7834906,8223551,8710542,8737992,9784093,10100164,10916031,11913321,26514203,26460986,28393798,21331852,21144840,"DLR, Jubilee ",London Underground,Yes,,,Yes,Yes
273,599,WOOD LANE,,3820056,3099767,3349472,3437870,3651658,3444011,3982886,3698414,3678778,3804000,4524340,4739497,1359848,2194795,"Circle, Hammersmith & City",London Underground,Yes,,,,No
274,783,HEATHROW TERMINAL 5 LU,,3138596,2982239,3143925,3211111,3639976,4047773,2125674,3902026,4452155,4247920,4178801,4476640,1173177,2027837,Piccadilly,London Underground,Yes,,,,Yes
275,504,STRATFORD INTERNATIONAL DLR,,,,,,,,,,,3565490,3689702,3931217,2283993,2623668,DLR,,,,,Yes,No
276,523,KING GEORGE V,,,,,,,,,,,1647718,1705909,1859583,1402423,1237801,DLR,,,,,Yes,No
277,533,LONDON CITY AIRPORT,,,,,,,,,,,4411647,4501203,4683701,851219,1601328,DLR,,,,,Yes,No
278,538,PONTOON DOCK,,,,,,,,,,,1609537,2628700,3175895,1285216,1794022,DLR,,,,,Yes,No
279,559,WEST SILVERTOWN,,,,,,,,,,,2109077,1827325,1899803,1085312,1505609,DLR,,,,,Yes,No
280,573,WOOLWICH ARSENAL,,,,,,,,,,,15515983,14587785,14589695,8083374,8491604,DLR,,,,,Yes,No
281,749,STRATFORD HIGH STREET,,,,,,,,,,,1143355,1178037,1183158,917986,888438,DLR,,,,,Yes,No
282,750,ABBEY ROAD,,,,,,,,,,,1190535,1216448,1219247,860312,796342,DLR,,,,,Yes,No
283,842,CANARY WHARF DLR,,,,,,,,,,,18007670,18160599,18319463,4222389,6634865,DLR,,,,,Yes,No
284,850,ALL SAINTS,,,,,,,,,,,2034156,2075415,2113995,1211243,1131935,DLR,,,,,Yes,No
285,851,BOW CHURCH,,,,,,,,,,,3543715,3522329,3552013,2291713,1655934,DLR,,,,,Yes,No
286,853,LANGDON PARK,,,,,,,,,,,4058468,4216212,4405944,2492349,2768650,DLR,,,,,Yes,No
287,854,CROSSHARBOUR,,,,,,,,,,,4064583,3952397,4258652,2051762,2260969,DLR,,,,,Yes,No
288,855,HERON QUAYS,,,,,,,,,,,8677976,7916332,8150993,2308727,3857998,DLR,,,,,Yes,No
289,856,ISLAND GARDENS,,,,,,,,,,,2898807,2716573,2708635,1328528,1514372,DLR,,,,,Yes,No
290,857,MUDCHUTE,,,,,,,,,,,2134183,2131157,2124149,1027512,1142393,DLR,,,,,Yes,No
291,858,POPLAR,,,,,,,,,,,4713917,4567851,4967283,1135902,825604,DLR,,,,,Yes,No
292,859,PUDDING MILL LANE,,,,,,,,,,,595193,763548,855872,619028,614843,DLR,,,,,Yes,No
293,860,SHADWELL DLR,,,,,,,,,,,8539916,8499265,8862262,4061469,4667783,DLR,,,,,Yes,No
294,861,SOUTH QUAY,,,,,,,,,,,5921106,6076155,6501819,1990713,2497386,DLR,,,,,Yes,No
295,862,LIMEHOUSE DLR,,,,,,,,,,,9390199,9231364,9780754,3958417,4798610,DLR,,,,,Yes,No
296,864,TOWER GATEWAY,,,,,,,,,,,4485971,4780256,4905211,1344452,2401001,DLR,,,,,Yes,No
297,865,WESTFERRY,,,,,,,,,,,4999283,4953763,5266544,2579546,3049242,DLR,,,,,Yes,No
